TimeWindow  TotalIterations  Iterations  Convergence  AvgConvRate(Displacements0)  DeletedColumns  
347  695  2  1  0.0087126336536263  0  
348  697  2  1  0.0088296414472792  0  
349  699  2  1  0.0088882556859828  0  
350  701  2  1  0.0085850212661638  0  
351  703  2  1  0.0089283291550001  0  
352  705  2  1  0.0083754350429547  0  
353  707  2  1  0.0085847192675928  0  
354  709  2  1  0.0088699721744136  0  
355  711  2  1  0.0085747559005343  0  
356  713  2  1  0.0085230501639606  0  
357  715  2  1  0.0082803794364532  0  
358  717  2  1  0.0082437540380336  0  
359  719  2  1  0.0081139451395177  0  
360  721  2  1  0.0080671682860160  0  
361  723  2  1  0.0082708704026911  0  
362  725  2  1  0.0081144318518341  0  
363  727  2  1  0.0085837776936889  0  
364  729  2  1  0.0079841791373393  0  
365  731  2  1  0.0081159494911914  0  
366  733  2  1  0.0078317735571638  0  
367  735  2  1  0.0084411474401476  0  
368  737  2  1  0.0079582980467314  0  
369  739  2  1  0.0075972131127617  0  
370  741  2  1  0.0081720937053231  0  
371  743  2  1  0.0082934776935663  0  
372  745  2  1  0.0082228193080745  0  
373  747  2  1  0.0081004736885599  0  
374  749  2  1  0.0081936652521902  0  
375  751  2  1  0.0081483325012266  0  
376  753  2  1  0.0079968132905862  0  
377  755  2  1  0.0081930071292087  0  
378  757  2  1  0.0084536388974500  0  
379  759  2  1  0.0086106971688844  0  
380  761  2  1  0.0090097102217049  0  
381  763  2  1  0.0091922717490233  0  
382  765  2  1  0.0098865098143785  0  
383  767  2  1  0.0105386604125339  0  
384  769  2  1  0.0100791688232935  0  
385  771  2  1  0.0131025551967046  0  
386  773  2  1  0.0110603797853194  0  
387  775  2  1  0.0181716490638092  0  
388  777  2  1  0.0134074758862750  0  
389  779  2  1  0.0160907016202563  0  
390  781  2  1  0.0195392821007548  0  
391  783  2  1  0.0254167580808407  0  
392  785  2  1  0.0235153278410954  0  
393  787  2  1  0.0198840465856568  0  
394  789  2  1  0.0350134156556680  0  
395  791  2  1  0.0314353093725910  0  
396  793  2  1  0.0343624605968343  0  
397  795  2  1  0.0323409196845650  0  
398  797  2  1  0.0411451889296436  0  
399  799  2  1  0.0402922774171415  0  
400  801  2  1  0.0525417049059012  0  
401  803  2  1  0.0296748211570382  0  
402  805  2  1  0.0409844601840596  0  
403  807  2  1  0.0232520532107451  0  
404  809  2  1  0.0288392972305620  0  
405  811  2  1  0.0430318123907580  0  
406  813  2  1  0.0460933413570301  0  
407  815  2  1  0.0303419751425755  0  
408  817  2  1  0.0333115102504063  0  
409  819  2  1  0.0505362102101542  0  
410  821  2  1  0.0617794229216022  0  
411  823  2  1  0.0582578030565705  0  
412  825  2  1  0.0897450740147737  0  
413  827  2  1  0.0807214677405362  0  
414  829  2  1  0.0654377918540274  0  
415  831  2  1  0.0562606160537248  0  
416  833  2  1  0.0518458325697113  0  
417  835  2  1  0.0397730466657907  0  
418  837  2  1  0.0327250282018538  0  
419  839  2  1  0.0375226647587846  0  
420  841  2  1  0.0421723064791331  0  
421  843  2  1  0.0465400230078290  0  
422  845  2  1  0.0463704259122705  0  
423  847  2  1  0.0456578028383191  0  
424  849  2  1  0.0330406831694931  0  
425  851  2  1  0.0246861243303226  0  
426  853  2  1  0.0278664919702159  0  
427  855  2  1  0.0333947839668161  0  
428  857  2  1  0.0392377053173762  0  
429  859  2  1  0.0464903181955595  0  
430  861  2  1  0.0517877421826174  0  
431  863  2  1  0.0570913739065994  0  
432  865  2  1  0.0606430779347009  0  
433  867  2  1  0.0515471558352630  0  
434  869  2  1  0.0412128732463899  0  
435  871  2  1  0.0453658901156881  0  
436  873  2  1  0.0555557508272059  0  
437  875  2  1  0.0579662885067309  0  
438  877  2  1  0.0546979711345297  0  
439  879  2  1  0.0491355612363336  0  
440  881  2  1  0.0450304083743450  0  
441  883  2  1  0.0385122717538138  0  
442  885  2  1  0.0368285268794791  0  
443  887  2  1  0.0366116722853250  0  
444  889  2  1  0.0397829786160463  0  
445  891  2  1  0.0469158730219020  0  
446  893  2  1  0.0516628400431380  0  
447  895  2  1  0.0503018695995126  0  
448  897  2  1  0.0490100080401111  0  
449  899  2  1  0.0461569678462495  0  
450  901  2  1  0.0501053699718413  0  
451  903  2  1  0.0560682996100154  0  
452  905  2  1  0.0603822181974852  0  
453  907  2  1  0.0555540791806845  0  
454  909  2  1  0.0471961926632385  0  
455  911  2  1  0.0349194142483459  0  
456  913  2  1  0.0350745258591360  0  
457  915  2  1  0.0363786271350659  0  
458  917  2  1  0.0401458532704785  0  
459  919  2  1  0.0454835699609760  0  
460  921  2  1  0.0432792230597463  0  
461  923  2  1  0.0436867390527936  0  
462  925  2  1  0.0430608197378474  0  
463  927  2  1  0.0444373182832074  0  
464  929  2  1  0.0505117582430617  0  
465  931  2  1  0.0527339080718237  0  
466  933  2  1  0.0586370341292643  0  
467  935  2  1  0.0614241713181171  0  
468  937  2  1  0.0569735755384257  0  
469  939  2  1  0.0474898983371737  0  
470  941  2  1  0.0404722584855165  0  
471  943  2  1  0.0315670734753366  0  
472  945  2  1  0.0285213835006060  0  
473  947  2  1  0.0266486839933518  0  
474  949  2  1  0.0282177317382875  0  
475  951  2  1  0.0294336028252246  0  
476  953  2  1  0.0362173499917029  0  
477  955  2  1  0.0417498539568171  0  
478  957  2  1  0.0468466092084733  0  
479  959  2  1  0.0489611184138754  0  
480  961  2  1  0.0445339924345497  0  
481  963  2  1  0.0337865032803145  0  
482  965  2  1  0.0257720399922841  0  
483  967  2  1  0.0260156561379468  0  
484  969  2  1  0.0280712935510647  0  
485  971  2  1  0.0357331629798202  0  
486  973  2  1  0.0424181779502944  0  
487  975  2  1  0.0455943450446317  0  
488  977  2  1  0.0465794500683162  0  
489  979  2  1  0.0408676115512857  0  
490  981  2  1  0.0387947861608211  0  
491  983  2  1  0.0393983744529028  0  
492  985  2  1  0.0438989289029656  0  
493  987  2  1  0.0554194348109781  0  
494  989  2  1  0.0690841909872644  0  
495  991  2  1  0.0735866688712813  0  
496  993  2  1  0.0732689925623518  0  
497  995  2  1  0.0626296830704830  0  
498  997  2  1  0.0692932485804497  0  
499  999  2  1  0.0879614492386998  0  
500  1001  2  1  0.0959829556616313  0  
501  1003  2  1  0.0916692421546421  0  
502  1005  2  1  0.0596043981063181  0  
503  1007  2  1  0.0475975697504540  0  
504  1009  2  1  0.0618715556655847  0  
505  1011  2  1  0.0600045738497945  0  
506  1013  2  1  0.0527415986524746  0  
507  1015  2  1  0.0506264591618540  0  
508  1017  2  1  0.0430138891849611  0  
509  1019  2  1  0.0381832291517320  0  
510  1021  2  1  0.0359887784361765  0  
511  1023  2  1  0.0354209974601921  0  
512  1025  2  1  0.0334840094008552  0  
513  1027  2  1  0.0392143066007477  0  
514  1029  2  1  0.0520217563607680  0  
515  1031  2  1  0.0612738978743933  0  
516  1033  2  1  0.0642999004615013  0  
517  1035  2  1  0.0573569139413705  0  
518  1037  2  1  0.0370261936416459  0  
519  1039  2  1  0.0355626140760240  0  
520  1041  2  1  0.0452683863351026  0  
521  1043  2  1  0.0441495755778654  0  
522  1045  2  1  0.0439824568234034  0  
