TimeWindow  Iteration  ResNorm(Displacements0)  
497  2  0.0000787226770782  
498  1  0.0203861303102659  
498  2  0.0000978851116278  
499  1  0.0210039508514200  
499  2  0.0001625121161886  
500  1  0.0220218568405056  
500  2  0.0002028813722276  
501  1  0.0228551212103163  
501  2  0.0001920572963325  
502  1  0.0238638189289124  
502  2  0.0000847806142172  
503  1  0.0248064469376509  
503  2  0.0000561997161464  
504  1  0.0250614748157303  
504  2  0.0000959375661025  
505  1  0.0250922314686049  
505  2  0.0000903458059836  
506  1  0.0250800325859170  
506  2  0.0000697645304522  
507  1  0.0250028237420723  
507  2  0.0000640831965409  
508  1  0.0249402637315329  
508  2  0.0000461443428453  
509  1  0.0248214871992777  
509  2  0.0000361887103690  
510  1  0.0244038153832712  
510  2  0.0000316076306838  
511  1  0.0238605054540509  
511  2  0.0000299365130437  
512  1  0.0233278173216009  
512  2  0.0000261546562271  
513  1  0.0222934175060061  
513  2  0.0000342819667725  
514  1  0.0208426788601385  
514  2  0.0000564057734309  
515  1  0.0196786036559969  
515  2  0.0000738831316746  
516  1  0.0186783871908818  
516  2  0.0000772253659615  
517  1  0.0174662584657865  
517  2  0.0000574607691705  
518  1  0.0165010293396966  
518  2  0.0000226219049192  
519  1  0.0163444459444126  
519  2  0.0000206708129393  
520  1  0.0174389155981053  
520  2  0.0000357362932307  
521  1  0.0191151736876781  
521  2  0.0000372590102776  
522  1  0.0206833964593510  
522  2  0.0000400111308929  
523  1  0.0220473549514150  
