TimeWindow  Iteration  ResNorm(Displacements0)  
120  2  0.0000000019116496  
121  1  0.0159673237874122  
121  2  0.0000000024754599  
122  1  0.0157357883631128  
122  2  0.0000000025266897  
123  1  0.0155121987829087  
123  2  0.0000000020974114  
124  1  0.0152964589437412  
124  2  0.0000000015591169  
125  1  0.0150884487228266  
125  2  0.0000000010927702  
126  1  0.0148880538426491  
126  2  0.0000000006746561  
127  1  0.0146951977584241  
127  2  0.0000000004336138  
128  1  0.0145098545473236  
128  2  0.0000000004548653  
129  1  0.0143320325605776  
129  2  0.0000000005528291  
130  1  0.0141617428351672  
130  2  0.0000000006036269  
131  1  0.0139989758737270  
131  2  0.0000000005184195  
132  1  0.0138436970535628  
132  2  0.0000000004097731  
133  1  0.0136958583915527  
133  2  0.0000000004564602  
134  1  0.0135554190462320  
134  2  0.0000000006224193  
135  1  0.0134223587191766  
135  2  0.0000000008246609  
136  1  0.0132966696854567  
136  2  0.0000000010904365  
137  1  0.0131783317378253  
137  2  0.0000000014695917  
138  1  0.0130672853196383  
138  2  0.0000000017802897  
139  1  0.0129634125502140  
139  2  0.0000000017045244  
140  1  0.0128665318956838  
140  2  0.0000000014626856  
141  1  0.0127764090336167  
141  2  0.0000000013613997  
142  1  0.0126927746012750  
142  2  0.0000000013612014  
143  1  0.0126153359594890  
143  2  0.0000000013544221  
144  1  0.0125437832222486  
144  2  0.0000000012589937  
145  1  0.0124777949211753  
145  2  0.0000000011263442  
146  1  0.0124170382915397  
146  2  0.0000000011016657  
147  1  0.0123611589455253  
147  2  0.0000000011756478  
148  1  0.0123097700241473  
148  2  0.0000000012941850  
149  1  0.0122624563404638  
149  2  0.0000000014590440  
150  1  0.0122187955238515  
150  2  0.0000000016710562  
151  1  0.0121783841700097  
151  2  0.0000000018646015  
152  1  0.0121408558416553  
152  2  0.0000000019477103  
153  1  0.0121058852512720  
153  2  0.0000000019983213  
154  1  0.0120731813985477  
154  2  0.0000000022417565  
155  1  0.0120424777951394  
155  2  0.0000000026434627  
156  1  0.0120135269467076  
156  2  0.0000000027926784  
157  1  0.0119860996696170  
157  2  0.0000000024114905  
158  1  0.0119599853929355  
158  2  0.0000000019488425  
159  1  0.0119349916111309  
159  2  0.0000000017704911  
160  1  0.0119109428502368  
160  2  0.0000000017819345  
161  1  0.0118876783862237  
161  2  0.0000000018441883  
162  1  0.0118650489593280  
162  2  0.0000000018826858  
163  1  0.0118429157907248  
163  2  0.0000000019273711  
164  1  0.0118211535566039  
164  2  0.0000000020048720  
165  1  0.0117996542474220  
165  2  0.0000000020877365  
166  1  0.0117783280583087  
166  2  0.0000000022116577  
167  1  0.0117570997362676  
167  2  0.0000000024281994  
168  1  0.0117358999745228  
168  2  0.0000000025642531  
169  1  0.0117146527537678  
169  2  0.0000000023387769  
170  1  0.0116932627428260  
170  2  0.0000000018399619  
171  1  0.0116716092267522  
171  2  0.0000000013608875  
172  1  0.0116495506962877  
172  2  0.0000000011582916  
173  1  0.0116269369918840  
173  2  0.0000000012783399  
174  1  0.0116036195279239  
174  2  0.0000000014121697  
175  1  0.0115794522898490  
175  2  0.0000000013790069  
176  1  0.0115542861346736  
176  2  0.0000000012781679  
177  1  0.0115279657225735  
177  2  0.0000000011839556  
178  1  0.0115003349843994  
178  2  0.0000000010813905  
179  1  0.0114712484622746  
179  2  0.0000000010125519  
180  1  0.0114405812799303  
180  2  0.0000000010761593  
181  1  0.0114082321958578  
181  2  0.0000000012436160  
182  1  0.0113741185796853  
182  2  0.0000000013866841  
183  1  0.0113381664729549  
183  2  0.0000000014548096  
184  1  0.0113003019414254  
184  2  0.0000000014493282  
185  1  0.0112604494945761  
185  2  0.0000000013257968  
186  1  0.0112185387735256  
186  2  0.0000000011220317  
187  1  0.0111745157786454  
187  2  0.0000000009781450  
188  1  0.0111283533768274  
188  2  0.0000000009299809  
189  1  0.0110800569056881  
189  2  0.0000000009847874  
190  1  0.0110296625074717  
190  2  0.0000000011305470  
191  1  0.0109772287096899  
191  2  0.0000000012332153  
192  1  0.0109228251806129  
192  2  0.0000000010933341  
193  1  0.0108665237568596  
193  2  0.0000000007527501  
194  1  0.0108083948169177  
194  2  0.0000000004980222  
195  1  0.0107485092501090  
195  2  0.0000000004917117  
196  1  0.0106869443674963  
196  2  0.0000000005669730  
197  1  0.0106237901270865  
197  2  0.0000000006409424  
198  1  0.0105591501735750  
198  2  0.0000000007265329  
199  1  0.0104931338630096  
199  2  0.0000000007377278  
200  1  0.0104258419206533  
200  2  0.0000000006531832  
201  1  0.0103573543582693  
201  2  0.0000000005918695  
202  1  0.0102877284925943  
202  2  0.0000000006819017  
203  1  0.0102170079302953  
203  2  0.0000000008247006  
204  1  0.0101452361885294  
204  2  0.0000000007726919  
205  1  0.0100724660483398  
205  2  0.0000000005667430  
206  1  0.0099987589819959  
206  2  0.0000000005315295  
207  1  0.0099241761258575  
207  2  0.0000000006690958  
208  1  0.0098487685985671  
208  2  0.0000000007770780  
209  1  0.0097725754363161  
209  2  0.0000000007747635  
210  1  0.0096956313117201  
210  2  0.0000000006638685  
211  1  0.0096179786074849  
211  2  0.0000000005457609  
212  1  0.0095396756327949  
212  2  0.0000000006871121  
213  1  0.0094607963953030  
213  2  0.0000000010113469  
214  1  0.0093814233629381  
214  2  0.0000000011520820  
215  1  0.0093016381511590  
215  2  0.0000000009336691  
216  1  0.0092215148793516  
216  2  0.0000000007079080  
217  1  0.0091411189350766  
217  2  0.0000000007981033  
218  1  0.0090605117134455  
218  2  0.0000000010081696  
219  1  0.0089797597332870  
219  2  0.0000000011538827  
220  1  0.0088989447089879  
220  2  0.0000000011257266  
221  1  0.0088181704928522  
221  2  0.0000000009068594  
222  1  0.0087375639676150  
222  2  0.0000000007441686  
223  1  0.0086572699927231  
223  2  0.0000000007754343  
224  1  0.0085774436477646  
224  2  0.0000000009065532  
225  1  0.0084982440115286  
225  2  0.0000000012063532  
226  1  0.0084198312897919  
226  2  0.0000000014982605  
227  1  0.0083423651717252  
227  2  0.0000000015980645  
228  1  0.0082660012593208  
228  2  0.0000000017746757  
229  1  0.0081908840587693  
229  2  0.0000000020096628  
230  1  0.0081171392423967  
230  2  0.0000000023623848  
231  1  0.0080448686685337  
231  2  0.0000000027049489  
232  1  0.0079741513296729  
232  2  0.0000000036233904  
233  1  0.0079050483036091  
233  2  0.0000000044646746  
234  1  0.0078376084511419  
234  2  0.0000000055523646  
235  1  0.0077718696224562  
235  2  0.0000000061654405  
236  1  0.0077078561803819  
236  2  0.0000000076520428  
237  1  0.0076455749817918  
237  2  0.0000000083908479  
238  1  0.0075850140728005  
238  2  0.0000000084652100  
239  1  0.0075261455601258  
239  2  0.0000000105011963  
240  1  0.0074689315435902  
240  2  0.0000000139668185  
241  1  0.0074133313294102  
241  2  0.0000000178545371  
242  1  0.0073593101294917  
242  2  0.0000000186651276  
243  1  0.0073068423747280  
243  2  0.0000000264217159  
244  1  0.0072559155117046  
244  2  0.0000000327159851  
245  1  0.0072065296438344  
245  2  0.0000000295213274  
246  1  0.0071586994457693  
246  2  0.0000000332972095  
247  1  0.0071124582239401  
247  2  0.0000000357137735  
248  1  0.0070678638190436  
248  2  0.0000000475853322  
249  1  0.0070250043279531  
249  2  0.0000000540611316  
250  1  0.0069840053275194  
250  2  0.0000000558749223  
251  1  0.0069450272235371  
251  2  0.0000000720741877  
252  1  0.0069082683651769  
252  2  0.0000000936755730  
253  1  0.0068739560912689  
253  2  0.0000001219364860  
254  1  0.0068423448653032  
254  2  0.0000000723985638  
255  1  0.0068137359489493  
255  2  0.0000001125506938  
256  1  0.0067884578587878  
256  2  0.0000001333087458  
257  1  0.0067668961330062  
257  2  0.0000000986447877  
258  1  0.0067494837379286  
258  2  0.0000001662552970  
259  1  0.0067367278576939  
259  2  0.0000001691772325  
260  1  0.0067291608026251  
260  2  0.0000002080199977  
261  1  0.0067273605276831  
261  2  0.0000001993609534  
262  1  0.0067319791281258  
262  2  0.0000002073008463  
263  1  0.0067437154310548  
263  2  0.0000002688567120  
264  1  0.0067633368043053  
264  2  0.0000002865760101  
265  1  0.0067917214695587  
265  2  0.0000003360648059  
266  1  0.0068297784017835  
266  2  0.0000003129168121  
267  1  0.0068785737781947  
267  2  0.0000005231049498  
268  1  0.0069391782815400  
268  2  0.0000004213591623  
269  1  0.0070127959854532  
269  2  0.0000005740065990  
270  1  0.0071007928910263  
270  2  0.0000004173810511  
271  1  0.0072045768287942  
271  2  0.0000006653839791  
272  1  0.0073255934324732  
272  2  0.0000006731443653  
273  1  0.0074654797435829  
273  2  0.0000007340723102  
274  1  0.0076258452344113  
274  2  0.0000008996821476  
275  1  0.0078085306799527  
275  2  0.0000009234312506  
276  1  0.0080151369249943  
276  2  0.0000008135552762  
277  1  0.0082475159365242  
277  2  0.0000010340042953  
278  1  0.0085078273011510  
278  2  0.0000012381033394  
279  1  0.0087975416531077  
279  2  0.0000012142989518  
280  1  0.0091187854548560  
280  2  0.0000012330211847  
281  1  0.0094732425180640  
281  2  0.0000013548827238  
282  1  0.0098625101034551  
282  2  0.0000014155470485  
283  1  0.0102879868668319  
283  2  0.0000015594422239  
284  1  0.0107518671924549  
284  2  0.0000017385982211  
285  1  0.0112550946447761  
285  2  0.0000016723470723  
286  1  0.0117988564530796  
286  2  0.0000018240652961  
287  1  0.0123840587421404  
287  2  0.0000017219968502  
288  1  0.0130125432275810  
288  2  0.0000021100608403  
289  1  0.0136840177654768  
289  2  0.0000021188984083  
290  1  0.0143990722703198  
290  2  0.0000024081584052  
291  1  0.0151577633321288  
291  2  0.0000023695501379  
292  1  0.0159598372873625  
292  2  0.0000024087238846  
293  1  0.0168053884219124  
293  2  0.0000026954064430  
294  1  0.0176939931049669  
294  2  0.0000028340412642  
295  1  0.0186227376867806  
295  2  0.0000030132618126  
296  1  0.0195905423304595  
296  2  0.0000026740689693  
297  1  0.0205951319917656  
297  2  0.0000030055506245  
298  1  0.0216343605040738  
298  2  0.0000030775468505  
299  1  0.0227044936027550  
299  2  0.0000033636793583  
300  1  0.0238014094640354  
300  2  0.0000029582116968  
301  1  0.0249215473431165  
301  2  0.0000035352643352  
302  1  0.0260599268263830  
302  2  0.0000029925559934  
303  1  0.0272116378091948  
303  2  0.0000038291589670  
304  1  0.0283705274164931  
304  2  0.0000036221317789  
305  1  0.0295304392035294  
305  2  0.0000035454143008  
306  1  0.0306856762503522  
306  2  0.0000037646308620  
307  1  0.0318309887547010  
307  2  0.0000034356165917  
308  1  0.0329591089276802  
308  2  0.0000038660155754  
309  1  0.0340630525603865  
309  2  0.0000040350835211  
310  1  0.0351377801797497  
310  2  0.0000039328046323  
311  1  0.0361769406121671  
311  2  0.0000043426120231  
312  1  0.0371754349139810  
312  2  0.0000045808838061  
313  1  0.0381288106244312  
313  2  0.0000043524111546  
314  1  0.0390322591247893  
314  2  0.0000039757786478  
315  1  0.0398829572631101  
315  2  0.0000044827680430  
316  1  0.0406779214104377  
316  2  0.0000046461060363  
317  1  0.0414143993223931  
317  2  0.0000038161387617  
318  1  0.0420911404273876  
318  2  0.0000044597565334  
319  1  0.0427074981589657  
319  2  0.0000041965097680  
320  1  0.0432632866683266  
320  2  0.0000042646926360  
321  1  0.0437589383235927  
321  2  0.0000044198800400  
322  1  0.0441961543123556  
322  2  0.0000041998059911  
323  1  0.0445757554663048  
323  2  0.0000045063098496  
324  1  0.0448997556506537  
324  2  0.0000041570643123  
325  1  0.0451698990653834  
325  2  0.0000042733076762  
326  1  0.0453893936336635  
326  2  0.0000045983677129  
327  1  0.0455615476825490  
327  2  0.0000045915484817  
328  1  0.0456888898276095  
328  2  0.0000043370468450  
329  1  0.0457740224325146  
329  2  0.0000041078567683  
330  1  0.0458200710866068  
330  2  0.0000041046444036  
331  1  0.0458300576338613  
331  2  0.0000041723583477  
332  1  0.0458074012902407  
332  2  0.0000044927352561  
333  1  0.0457543243979198  
333  2  0.0000046701899641  
334  1  0.0456739454638063  
334  2  0.0000038641197054  
335  1  0.0455684661495103  
335  2  0.0000040498644249  
336  1  0.0454395838932892  
336  2  0.0000046519400720  
337  1  0.0452894628906747  
337  2  0.0000041485540016  
338  1  0.0451202056881358  
338  2  0.0000040929143448  
339  1  0.0449322130137222  
339  2  0.0000043713752039  
340  1  0.0447277518622917  
340  2  0.0000031007873028  
341  1  0.0445071978411367  
341  2  0.0000039520106278  
342  1  0.0442719216166534  
342  2  0.0000037701373265  
343  1  0.0440225814099867  
343  2  0.0000038220684649  
344  1  0.0437599701633320  
344  2  0.0000035579530533  
345  1  0.0434841736428160  
345  2  0.0000038860635954  
346  1  0.0431975601834815  
346  2  0.0000036207967457  
347  1  0.0429015805328385  
347  2  0.0000032566583425  
348  1  0.0425965626779206  
348  2  0.0000033209374181  
349  1  0.0422823108533705  
349  2  0.0000033403486087  
350  1  0.0419606378438659  
350  2  0.0000030926076930  
351  1  0.0416311226772350  
351  2  0.0000033186275045  
352  1  0.0412940147983993  
352  2  0.0000028966889228  
353  1  0.0409508411746840  
353  2  0.0000030179707232  
354  1  0.0406022688431959  
354  2  0.0000031944406032  
355  1  0.0402489360792099  
355  2  0.0000029593609335  
356  1  0.0398918216679679  
356  2  0.0000028978370319  
357  1  0.0395313069024010  
357  2  0.0000027104515505  
358  1  0.0391686032121030  
358  2  0.0000026618779317  
359  1  0.0388047427416425  
359  2  0.0000025547531459  
360  1  0.0384403683501678  
360  2  0.0000025016685797  
361  1  0.0380763126497114  
361  2  0.0000026046976364  
362  1  0.0377128599921528  
362  2  0.0000024831657147  
363  1  0.0373507463090388  
363  2  0.0000027520492841  
364  1  0.0369909721222098  
364  2  0.0000023580678092  
365  1  0.0366334685017991  
365  2  0.0000024129966074  
366  1  0.0362784956676111  
366  2  0.0000022252023726  
367  1  0.0359268202642332  
367  2  0.0000025598926503  
368  1  0.0355796444734392  
368  2  0.0000022534192704  
369  1  0.0352366480580988  
369  2  0.0000020337764169  
370  1  0.0348980733458861  
370  2  0.0000023306020640  
371  1  0.0345649691347573  
371  2  0.0000023774398350  
372  1  0.0342382188675247  
372  2  0.0000023150088616  
373  1  0.0339179927396007  
373  2  0.0000022256197896  
374  1  0.0336051622335244  
374  2  0.0000022561212214  
375  1  0.0333007903520375  
375  2  0.0000022110167166  
376  1  0.0330060200561589  
376  2  0.0000021107027293  
377  1  0.0327212649971674  
377  2  0.0000021964268830  
378  1  0.0324474845413962  
378  2  0.0000023188273795  
379  1  0.0321855979069173  
379  2  0.0000023863723743  
380  1  0.0319359951668801  
380  2  0.0000025924005204  
381  1  0.0316990551618426  
381  2  0.0000026785023223  
382  1  0.0314745947002212  
382  2  0.0000030764237116  
383  1  0.0312624147290707  
383  2  0.0000034721089244  
384  1  0.0310626112447050  
384  2  0.0000031556396233  
385  1  0.0308757055958977  
385  2  0.0000053006470486  
386  1  0.0307033278120405  
386  2  0.0000037559995285  
387  1  0.0305474458260982  
387  2  0.0000100870363365  
388  1  0.0304080212723476  
388  2  0.0000054661583603  
389  1  0.0302812717516947  
389  2  0.0000078401446191  
390  1  0.0301643447567483  
390  2  0.0000115162504742  
391  1  0.0300577263015591  
391  2  0.0000194176396001  
392  1  0.0299555164572977  
392  2  0.0000165645212110  
393  1  0.0298503304357830  
393  2  0.0000118020836085  
394  1  0.0297273167705905  
394  2  0.0000364438851955  
395  1  0.0295741910783248  
395  2  0.0000292245849643  
396  1  0.0293689846673532  
396  2  0.0000346782714850  
397  1  0.0290881201995501  
397  2  0.0000304242855038  
398  1  0.0286940907775537  
398  2  0.0000485769887383  
399  1  0.0281379849158388  
399  2  0.0000456811073877  
400  1  0.0273626721972209  
400  2  0.0000755382343907  
401  1  0.0263655180183412  
401  2  0.0000232173436215  
402  1  0.0252663540285537  
402  2  0.0000424405511952  
403  1  0.0242683264504793  
403  2  0.0000131208643207  
404  1  0.0234754898426861  
404  2  0.0000195246837997  
405  1  0.0227607355230962  
405  2  0.0000421468933302  
406  1  0.0220063869341499  
406  2  0.0000467546842395  
407  1  0.0212506453151795  
407  2  0.0000195640975305  
408  1  0.0203249296571496  
408  2  0.0000225536946793  
409  1  0.0199483867826835  
409  2  0.0000509463554115  
410  1  0.0206743873019993  
410  2  0.0000789078739880  
411  1  0.0195200276413601  
411  2  0.0000662504197774  
412  1  0.0163684463616435  
412  2  0.0001318343856530  
413  1  0.0170057567142926  
413  2  0.0001108087515145  
414  1  0.0208060468976703  
414  2  0.0000890936691852  
415  1  0.0234165567616172  
415  2  0.0000741194183029  
416  1  0.0248028288653510  
416  2  0.0000666697647630  
417  1  0.0254437303457935  
417  2  0.0000402493159493  
418  1  0.0254887428151938  
418  2  0.0000272965948773  
419  1  0.0252041974957025  
419  2  0.0000354862592048  
420  1  0.0248479059421710  
420  2  0.0000441920860401  
421  1  0.0246669182599981  
421  2  0.0000534278972366  
422  1  0.0247089478485830  
422  2  0.0000531295848731  
423  1  0.0250081098672779  
423  2  0.0000521327801134  
424  1  0.0257018705256977  
424  2  0.0000280583913568  
425  1  0.0263630108805958  
425  2  0.0000160657436450  
426  1  0.0263668782578108  
426  2  0.0000204749718896  
427  1  0.0259709115249346  
427  2  0.0000289630616962  
428  1  0.0259876789664746  
428  2  0.0000400105660503  
429  1  0.0265829989837217  
429  2  0.0000574551565044  
430  1  0.0267337273578885  
430  2  0.0000716990611881  
431  1  0.0257610580188402  
431  2  0.0000839662358773  
432  1  0.0239754700952455  
432  2  0.0000881717788752  
433  1  0.0219803071458568  
433  2  0.0000584040779781  
434  1  0.0201633069781200  
434  2  0.0000342473954772  
435  1  0.0182871390570139  
435  2  0.0000376361023000  
436  1  0.0166369940427899  
436  2  0.0000513491080166  
437  1  0.0163328152377579  
437  2  0.0000548797390049  
438  1  0.0166448865912494  
438  2  0.0000497993043255  
439  1  0.0173288623732732  
439  2  0.0000418371309649  
440  1  0.0181302303579839  
440  2  0.0000367633512142  
441  1  0.0188480315488676  
441  2  0.0000279553075788  
442  1  0.0204688706421841  
442  2  0.0000277627560329  
443  1  0.0224215951371125  
443  2  0.0000300542323006  
444  1  0.0235533335551634  
444  2  0.0000372775168462  
445  1  0.0236081574223503  
445  2  0.0000519638950325  
446  1  0.0236429343150696  
446  2  0.0000631041511677  
447  1  0.0241594758035264  
447  2  0.0000611301921757  
448  1  0.0244200462649439  
448  2  0.0000586564844147  
449  1  0.0242327773528415  
449  2  0.0000516271004997  
450  1  0.0246307136235546  
450  2  0.0000618365912896  
451  1  0.0252122939375686  
451  2  0.0000792587342619  
452  1  0.0251253087757994  
452  2  0.0000916071841959  
453  1  0.0251062904476563  
453  2  0.0000774844323417  
454  1  0.0253943153393384  
454  2  0.0000565653448170  
455  1  0.0255858693656598  
455  2  0.0000311985261732  
456  1  0.0250942702107460  
456  2  0.0000308715324276  
457  1  0.0244078564469144  
457  2  0.0000323014673558  
458  1  0.0237110524634594  
458  2  0.0000382148551148  
459  1  0.0227643166661264  
459  2  0.0000470937970296  
460  1  0.0218048290553391  
460  2  0.0000408424323015  
461  1  0.0210033916550224  
461  2  0.0000400856276297  
462  1  0.0207949938470772  
462  2  0.0000385587887072  
463  1  0.0206462999455634  
463  2  0.0000407697376347  
464  1  0.0206326250701176  
464  2  0.0000526428578831  
465  1  0.0204631005723094  
465  2  0.0000569051214116  
466  1  0.0196064003568515  
466  2  0.0000674127210792  
467  1  0.0185975956837603  
467  2  0.0000701674047773  
468  1  0.0182204551631943  
468  2  0.0000591433844559  
469  1  0.0180624100870716  
469  2  0.0000407359808663  
470  1  0.0181718334305425  
470  2  0.0000297655305207  
471  1  0.0184915433539474  
471  2  0.0000184264554845  
472  1  0.0190643732778754  
472  2  0.0000155082827054  
473  1  0.0204624237947808  
473  2  0.0000145314385201  
474  1  0.0219835609498623  
474  2  0.0000175041990224  
475  1  0.0229702274857143  
475  2  0.0000198999574013  
476  1  0.0237448255486307  
476  2  0.0000311460031506  
477  1  0.0241462570435616  
477  2  0.0000420881407144  
478  1  0.0238303874301967  
478  2  0.0000522982825051  
479  1  0.0234698276370206  
479  2  0.0000562616623134  
480  1  0.0236639477279078  
480  2  0.0000469321510038  
481  1  0.0239834094641874  
481  2  0.0000273777287359  
482  1  0.0238858624869012  
482  2  0.0000158649431756  
483  1  0.0237809644316705  
483  2  0.0000160952983240  
484  1  0.0236620023107271  
484  2  0.0000186455991777  
485  1  0.0229845191646735  
485  2  0.0000293479886975  
486  1  0.0223330643950132  
486  2  0.0000401839234260  
487  1  0.0221219012612409  
487  2  0.0000459879883432  
488  1  0.0217999976365148  
488  2  0.0000472982595490  
489  1  0.0209376408649035  
489  2  0.0000349692453146  
490  1  0.0201463918675477  
490  2  0.0000303210336131  
491  1  0.0196544627111571  
491  2  0.0000305082841849  
492  1  0.0188610911858012  
492  2  0.0000363475098251  
493  1  0.0181294122199041  
493  2  0.0000556811131169  
494  1  0.0183248111457670  
494  2  0.0000874574599375  
495  1  0.0189229012094018  
495  2  0.0001024674690916  
496  1  0.0194566688402996  
496  2  0.0001044501161602  
497  1  0.0200696327942787  
